"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-04","0.00",",,r",,,"43",",,r","53",",,r","34",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-05","0.00",",,r",,,"31",",,r","45",",,r","26",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-06","0.37",",,r",,,"35",",,r","43",",,r","29",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-07","0.25",",,r",,,"38",",,r","44",",,r","33",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-08","0.12",",,r",,,"35",",,r","44",",,r","31",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-09","0.08",",,r",,,"34",",,r","38",",,r","31",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-10","0.00","T,,r",,,"37",",,r","45",",,r","29",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-11","0.00","T,,r",,,"41",",,r","46",",,r","35",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-12","0.02",",,r",,,"44",",,r","53",",,r","38",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-13","0.00",",,r",,,"47",",,r","54",",,r","41",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-14","0.00","T,,r",,,"48",",,r","55",",,r","41",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-15","0.03",",,r",,,"50",",,r","55",",,r","46",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-16","0.00",",,r",,,"48",",,r","57",",,r","40",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-17","0.00","T,,r",,,"65",",,r","82",",,r","47",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-18","0.00",",,r",,,"67",",,r","78",",,r","62",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-19","0.04",",,r",,,"57",",,r","67",",,r","52",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-20","0.12",",,r",,,"56",",,r","62",",,r","50",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-21","0.02",",,r",,,"57",",,r","65",",,r","51",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-22","0.93",",,r",,,"53",",,r","64",",,r","49",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-23","0.07",",,r",,,"47",",,r","58",",,r","39",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-24","0.20",",,r",,,"56",",,r","71",",,r","49",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-25","0.41",",,r",,,"57",",,r","61",",,r","54",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-26","0.01",",,r",,,"60",",,r","73",",,r","47",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-27","0.00","T,,r",,,"57",",,r","66",",,r","53",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-28","0.12",",,r",,,"50",",,r","57",",,r","46",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-29","0.05",",,r",,,"47",",,r","51",",,r","44",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-06-30","0.17",",,r",,,"41",",,r","49",",,r","37",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-01","0.00","T,,r",,,"42",",,r","51",",,r","35",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-02","0.00",",,r",,,"48",",,r","61",",,r","34",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-03","0.00",",,r",,,"61",",,r","71",",,r","49",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-04","0.00",",,r",,,"65",",,r","76",",,r","50",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-05","0.00",",,r",,,"70",",,r","79",",,r","59",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-06","0.01",",,r",,,"71",",,r","78",",,r","62",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-07","0.00",",,r",,,"75",",,r","87",",,r","63",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-08","0.00",",,r",,,"76",",,r","85",",,r","67",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-09","0.00",",,r",,,"78",",,r","90",",,r","66",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-10","0.00",",,r",,,"78",",,r","85",",,r","71",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-11","0.33",",,r",,,"58",",,r","80",",,r","47",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-12","0.10",",,r",,,"48",",,r","60",",,r","41",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-13","0.55",",,r",,,"63",",,r","78",",,r","54",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-14","0.06",",,r",,,"50",",,r","63",",,r","43",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-15","0.08",",,r",,,"46",",,r","51",",,r","41",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-16","0.12",",,r",,,"48",",,r","54",",,r","43",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-17","0.20",",,r",,,"60",",,r","77",",,r","50",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-18","0.04",",,r",,,"48",",,r","64",",,r","40",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-19","0.00",",,r",,,"60",",,r","73",",,r","49",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-20","0.00",",,r",,,"67",",,r","75",",,r","60",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-21","0.00",",,r",,,"62",",,r","75",",,r","53",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-22","0.00",",,r",,,"69",",,r","77",",,r","60",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-23","0.00",",,r",,,"64",",,r","75",",,r","56",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-24","0.03",",,r",,,"65",",,r","75",",,r","56",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-25","0.03",",,r",,,"63",",,r","73",",,r","55",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-26","0.08",",,r",,,"65",",,r","71",",,r","57",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-27","0.00",",,r",,,"65",",,r","75",",,r","54",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-28","0.01",",,r",,,"67",",,r","74",",,r","59",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-29","0.02",",,r",,,"62",",,r","72",",,r","54",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-30","0.00",",,r",,,"67",",,r","77",",,r","58",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-07-31","0.00","T,,r",,,"66",",,r","75",",,r","58",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-01","0.01",",,r",,,"59",",,r","70",",,r","53",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-02","0.04",",,r",,,"51",",,r","57",",,r","46",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-03","0.00",",,r",,,"55",",,r","64",",,r","46",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-04","0.15",",,r",,,"47",",,r","61",",,r","41",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-05","0.17",",,r",,,"45",",,r","51",",,r","41",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-06","0.10",",,r",,,"42",",,r","48",",,r","36",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-07","0.00",",,r",,,"42",",,r","49",",,r","38",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-08","0.15",",,r",,,"43",",,r","49",",,r","38",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-09","0.02",",,r",,,"44",",,r","51",",,r","37",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-10","0.01",",,r",,,"40",",,r","49",",,r","37",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-11","0.09",",,r",,,"42",",,r","49",",,r","37",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-12","0.00",",,r",,,"45",",,r","55",",,r","33",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-13","0.01",",,r",,,"48",",,r","59",",,r","40",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-14","0.00","T,,r",,,"50",",,r","55",",,r","47",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-15","0.07",",,r",,,"44",",,r","52",",,r","39",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-16","0.01",",,r",,,"50",",,r","60",",,r","42",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-17","0.00",",,r",,,"43",",,r","54",",,r","37",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-18","0.00","T,,r",,,"42",",,r","51",",,r","35",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-19","0.01",",,r",,,"46",",,r","52",",,r","41",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-20","0.00",",,r",,,"48",",,r","56",",,r","43",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-21","0.00",",,r",,,"52",",,r","60",",,r","46",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-22","0.15",",,r",,,"53",",,r","62",",,r","49",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-23","0.20",",,r",,,"51",",,r","60",",,r","49",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-24","0.01",",,r",,,"43",",,r","49",",,r","39",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-25","0.00",",,r",,,"45",",,r","50",",,r","38",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-26","0.00",",,r",,,"50",",,r","63",",,r","38",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-27","0.00","T,,r",,,"54",",,r","59",",,r","51",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-28","0.04",",,r",,,"58",",,r","67",",,r","48",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-29","0.03",",,r",,,"58",",,r","65",",,r","52",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-30","1.09",",,r",,,"50",",,r","57",",,r","42",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-08-31","0.37",",,r",,,"43",",,r","49",",,r","37",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-01","0.04",",,r",,,"53",",,r","64",",,r","42",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-02","0.09",",,r",,,"56",",,r","60",",,r","51",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-03","0.21",",,r",,,"58",",,r","61",",,r","55",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-04","0.07",",,r",,,"56",",,r","63",",,r","51",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-05","0.74",",,r",,,"52",",,r","60",",,r","47",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-06","0.41",",,r",,,"47",",,r","51",",,r","45",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-07","0.08",",,r",,,"43",",,r","48",",,r","40",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-08","0.02",",,r",,,"40",",,r","44",",,r","38",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-09","0.02",",,r",,,"38",",,r","44",",,r","33",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-10","0.00",",,r",,,"39",",,r","47",",,r","30",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-11","0.00",",,r",,,"39",",,r","49",",,r","30",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-12","0.00",",,r",,,"38",",,r","48",",,r","28",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-13","0.00",",,r",,,"39",",,r","48",",,r","31",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-14","0.00",",,r",,,"39",",,r","48",",,r","30",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-15","0.01",",,r",,,"38",",,r","41",",,r","35",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-16","0.01",",,r",,,"40",",,r","44",",,r","38",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-17","0.00",",,r",,,"38",",,r","41",",,r","33",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-18","0.04",",,r",,,"39",",,r","44",",,r","34",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-19","0.06",",,r",,,"42",",,r","47",",,r","37",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-20","0.21",",,r",,,"47",",,r","51",",,r","42",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-21","0.00",",,r",,,"39",",,r","44",",,r","34",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-22","0.35",",,r",,,"38",",,r","46",",,r","33",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-23","0.04",",,r",,,"54",",,r","60",",,r","46",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-24","0.05",",,r",,,"51",",,r","61",",,r","46",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-25","0.02",",,r",,,"45",",,r","49",",,r","41",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-26","0.00",",,r",,,"36",",,r","41",",,r","32",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-27","0.00",",,r",,,"35",",,r","39",",,r","31",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-28","0.00",",,r",,,"32",",,r","38",",,r","26",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-29","0.00",",,r",,,"41",",,r","51",",,r","35",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-09-30","0.00","T,,r",,,"33",",,r","41",",,r","28",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-01","0.00",",,r",,,"30",",,r","33",",,r","26",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-02","0.00","T,,r",,,"28",",,r","31",",,r","25",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-03","0.00","T,,r",,,"27",",,r","29",",,r","26",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-04","0.00","T,,r",,,"25",",,r","30",",,r","18",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-05","0.00","T,,r",,,"27",",,r","29",",,r","24",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-06","0.00","T,,r",,,"26",",,r","28",",,r","24",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-07","0.00",",,r",,,"17",",,r","25",",,r","7",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-08","0.00","T,,r",,,"14",",,r","20",",,r","8",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-09","0.00","T,,r",,,"23",",,r","29",",,r","18",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-10","0.00","T,,r",,,"26",",,r","28",",,r","24",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-11","0.04",",,r",,,"29",",,r","34",",,r","25",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-12","0.03",",,r","0.4",",,S","29",",,r","31",",,r","27",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-13","0.00","T,,r","1.2",",,S","31",",,r","34",",,r","30",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-14","0.00","T,,r",,,"24",",,r","32",",,r","19",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-15","0.00",",,r",,,"17",",,r","26",",,r","8",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-16","0.27",",,r",,,"26",",,r","28",",,r","23",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-17","0.05",",,r","3.1",",,S","21",",,r","27",",,r","15",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-18","0.00",",,r",,,"8",",,r","15",",,r","4",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-19","0.04",",,r",,,"9",",,r","14",",,r","5",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-20","0.11",",,r","3.5",",,S","11",",,r","14",",,r","4",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-21","0.04",",,r",,,"11",",,r","20",",,r","2",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-22","0.02",",,r",,,"20",",,r","23",",,r","18",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-23","0.06",",,r","3.1",",,S","20",",,r","22",",,r","18",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-24","0.00","T,,r",,,"20",",,r","22",",,r","17",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-25","0.49",",,r","4.7",",,S","25",",,r","33",",,r","20",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-26","0.13",",,r",,,"17",",,r","33",",,r","12",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-27","0.06",",,r",,,"12",",,r","14",",,r","10",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-28","0.03",",,r",,,"10",",,r","14",",,r","7",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-29","0.03",",,r",,,"21",",,r","23",",,r","13",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-30","0.00",",,r",,,"21",",,r","23",",,r","19",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-10-31","0.13",",,r","8.3",",,S","24",",,r","29",",,r","18",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-01","0.09",",,r",,,"18",",,r","33",",,r","10",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-02","0.02",",,r","7.5",",,S","11",",,r","13",",,r","8",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-03","0.00","T,,r",,,"15",",,r","16",",,r","13",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-04","0.08",",,r","8.7",",,S","13",",,r","16",",,r","11",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-05","0.02",",,r","8.7",",,S","10",",,r","12",",,r","6",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-06","0.02",",,r","10.2",",,S","12",",,r","14",",,r","7",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-07","0.00","T,,r",,,"0",",,r","10",",,r","-5",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-08","0.00","T,,r",,,"-5",",,r","-1",",,r","-9",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-09","0.00","T,,r",,,"-10",",,r","-5",",,r","-15",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-10","0.05",",,r",,,"7",",,r","15",",,r","-5",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-11","0.09",",,r","9.1",",,S","24",",,r","33",",,r","15",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-12","0.11",",,r","6.3",",,S","35",",,r","37",",,r","32",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-13","0.09",",,r",,,"33",",,r","35",",,r","31",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-14","0.02",",,r","5.1",",,S","27",",,r","33",",,r","23",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-15","0.29",",,r",,,"28",",,r","34",",,r","25",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-16","0.03",",,r","5.5",",,S","34",",,r","35",",,r","32",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-17","0.32",",,r",,,"32",",,r","35",",,r","31",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-18","0.01",",,r",,,"31",",,r","32",",,r","30",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-19","0.12",",,r","7.1",",,S","28",",,r","32",",,r","26",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-20","0.03",",,r",,,"33",",,r","35",",,r","30",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-21","0.00",",,r","7.1",",,S","35",",,r","35",",,r","33",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-22","0.11",",,r","8.3",",,S","33",",,r","34",",,r","32",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-23","0.00",",,r",,,"32",",,r","33",",,r","32",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-24","0.06",",,r","9.1",",,S","31",",,r","32",",,r","30",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-25","0.11",",,r","10.6",",,S","31",",,r","32",",,r","29",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-26","0.10",",,r","9.8",",,S","30",",,r","32",",,r","29",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-27","0.06",",,r","10.6",",,S","26",",,r","32",",,r","22",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-28","0.05",",,r",,,"23",",,r","26",",,r","17",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-29","0.10",",,r","11.8",",,S","11",",,r","17",",,r","6",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-11-30","0.01",",,r","11.8",",,S","3",",,r","8",",,r","-1",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-12-01","0.00",",,r",,,"-9",",,r","-1",",,r","-17",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-12-02","0.00",",,r","9.8",",,S","-22",",,r","-14",",,r","-28",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-12-03","0.00",",,r",,,"-26",",,r","-19",",,r","-34",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-12-04","0.18",",,r","11.0",",,S","-1",",,r","5",",,r","-23",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-12-05","0.08",",,r","9.8",",,S","17",",,r","27",",,r","2",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-12-06","0.11",",,r","13.4",",,S","28",",,r","30",",,r","20",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-12-07","0.06",",,r",,,"27",",,r","30",",,r","26",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-12-08","0.09",",,r",,,"26",",,r","29",",,r","23",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-12-09","0.20",",,r",,,"19",",,r","23",",,r","17",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-12-10","0.04",",,r","14.6",",,S","22",",,r","26",",,r","19",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-12-11","0.01",",,r","12.2",",,S","12",",,r","19",",,r","9",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-12-12","0.07",",,r",,,"9",",,r","14",",,r","6",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-12-13","0.29",",,r","15.7",",,S","23",",,r","32",",,r","14",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-12-14","0.06",",,r",,,"26",",,r","32",",,r","20",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-12-15","0.02",",,r","11.8",",,S","13",",,r","29",",,r","5",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-12-16","0.01",",,r",,,"-4",",,r","6",",,r","-8",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-12-17","0.03",",,r","11.8",",,S","8",",,r","23",",,r","-9",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-12-18","0.05",",,r","11.0",",,S","28",",,r","31",",,r","23",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-12-19","0.00","T,,r",,,"22",",,r","25",",,r","18",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-12-20","0.01",",,r",,,"20",",,r","24",",,r","15",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-12-21","0.00","T,,r",,,"21",",,r","26",",,r","17",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-12-22","0.15",",,r",,,"31",",,r","35",",,r","25",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-12-23","0.17",",,r","10.2",",,S","33",",,r","35",",,r","32",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-12-24","0.00",",,r","10.2",",,S","33",",,r","34",",,r","31",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-12-25","0.17",",,r","14.2",",,S","29",",,r","31",",,r","24",",,r"
"RSM00023412","UST USA, RS","65.97","56.9194","77.0","1982-12-26","0.04",",,r","11.8",",,S","23",",,r","26",",,r","18",",,r"
